4.26559524626965e-145,4.32830120934135e-80,0.818226242498038,0.181773757501962,8.84167029239238e-178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3068773071e-10,1.42300474473981e-05,0.306833957314671,0.692678439042381,0.000473335754237003,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10,6.3068773071e-10
2.47159879741736e-09,5.6714925896322e-05,0.0449334727500179,0.654753073955485,0.294189805803699,0.00605976457179559,7.16486752205611e-06,5.40839139166538e-10,8.77777506987034e-11,2.20649581928964e-11,3.08477706442234e-12,2.12456457946888e-13,6.34930395398585e-15,7.22299677616645e-17,2.73727200666019e-19,3.02190783872039e-22,8.50716729717027e-26,5.36022730774856e-30,6.66434414526189e-35,1.45030625474588e-40,4.93901276109501e-47,2.3754761407629e-54,1.47237601635449e-62,1.08663397857686e-71,8.94513023988639e-82,7.811171711063e-93,6.99341689767016e-105,6.31216289686912e-118,5.74998116521381e-132,5.39184867453157e-147,5.41114723268559e-163,6.16126850249471e-180,8.60477526996024e-198,1.62497791775281e-216,4.66373471926008e-236,2.32995856304697e-256,2.36368953530075e-277,5.78061910467621e-299,4.120507486316e-321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.36363406762524e-08,6.42573638423663e-05,0.0120445720678624,0.210876117584133,0.513125139005462,0.237498637930644,0.0256476232601729,0.0007374166546596,6.15693647457119e-06,1.58170130517954e-08,5.20983211649279e-10,5.20156707463322e-10,5.19090295669253e-10,5.17748744670082e-10,5.16096936930258e-10,5.14100552363832e-10,5.11726775747166e-10,5.08945014506907e-10,5.05727611112578e-10,5.0205053257504e-10,4.9789401837472e-10,4.93243167658531e-10,4.88088446865138e-10,4.82426100137668e-10,4.76258446983748e-10,4.69594054610206e-10,4.62447776098922e-10,4.54840649948472e-10,4.46799661279722e-10,4.38357369950463e-10,4.29551415680507e-10,4.20423914787068e-10,4.11020767020496e-10,4.01390894058096e-10,3.91585433296691e-10,3.81656911584734e-10,3.71658423424312e-10,3.6164283699529e-10,3.51662049215853e-10,3.41766308117699e-10,3.32003617281339e-10,3.22419233170826e-10,3.13055262156139e-10,3.03950360031928e-10,2.95139533124566e-10,2.86654036780312e-10,2.78521364258748e-10,2.70765316885136e-10,2.63406144767678e-10,2.56460746446439e-10,2.49942915463477e-10,2.43863621957814e-10,2.38231317908027e-10,2.33052255475251e-10,2.2833080894586e-10,2.24069791946465e-10,2.20270762823943e-10,2.16934312280507e-10,2.14060328466081e-10,2.11648235684227e-10,2.09697203483489e-10,2.08206322293567e-10,2.07174732699663e-10,2.06601558384672e-10
7.74167792997487e-08,3.48397504729366e-05,0.00342276259068188,0.0609006586815715,0.271973483483346,0.392421037191359,0.215544932840228,0.0501305017861836,0.00529807990797911,0.000266903716815439,6.6222944370835e-06,8.27437540380048e-08,5.28344215587154e-10,5.18188519908656e-10,5.16403892999732e-10,5.14204165470125e-10,5.11547964032789e-10,5.08396933997152e-10,5.04716699311717e-10,5.00477790800851e-10,4.95656514409664e-10,4.90235730442168e-10,4.84205515299871e-10,4.77563679226977e-10,4.70316117078369e-10,4.62476974076281e-10,4.54068614729569e-10,4.45121390269501e-10,4.35673207732302e-10,4.25768911751515e-10,4.15459497741457e-10,4.04801181991917e-10,3.93854359833627e-10,3.82682487133696e-10,3.71350922708071e-10,3.5992576968825e-10,3.4847275247861e-10,3.37056162841822e-10,3.25737904115047e-10,3.14576656933419e-10,3.03627183514632e-10,2.92939780949733e-10,2.8255988744395e-10,2.72527839405269e-10,2.62878771968436e-10,2.53642651168632e-10,2.44844422658188e-10,2.36504259625048e-10,2.2863789138489e-10,2.21256993882326e-10,2.14369623910911e-10,2.07980680081316e-10,2.02092375256898e-10,1.96704707164346e-10,1.91815916016913e-10,1.87422920122769e-10,1.83521722480509e-10,1.80107783202353e-10,1.77176354187264e-10,1.74722773723675e-10,1.72742719466293e-10,1.71232417622632e-10,1.70188796922498e-10,1.69609437272973e-10
6.38218142586082e-08,1.55217039897518e-05,0.00107425826441656,0.0186851094058075,0.1091681981056,0.267311990239481,0.316669670187457,0.199259162071761,0.0708829967290089,0.0148771863302967,0.00189784376879516,0.000150243210521081,7.48845375683265e-06,2.37284845047495e-07,4.80916882786217e-09,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10,5.22719987331313e-10
3.7994879363554e-08,6.47469140656133e-06,0.00036430055242773,0.00619407061765516,0.0416639451332384,0.135879015328629,0.245125400764082,0.266541166183393,0.185050349608185,0.0853501994764162,0.0268930711346791,0.0059052470393935,0.000916557344560696,0.000101565050721671,8.08991933075434e-06,4.65179913735418e-07,1.93531045840567e-08,5.82863828205795e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10,5.22719987974892e-10
1.95247451518229e-08,2.66816970900299e-06,0.000131884943871874,0.0022062101372654,0.0161433499638128,0.0626284326126692,0.145900647083774,0.221374732588118,0.231050033638985,0.172274739167164,0.094259508901052,0.0385842743221698,0.0119831021418262,0.00285240648051661,0.000524174176092186,7.47327595655489e-05,8.29224700667205e-06,7.17227180767096e-07,4.83729132775848e-08,2.54188264063155e-09,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10,5.22719988358375e-10
9.37898465219827e-09,1.11063497142566e-06,5.04948483053015e-05,0.000836639101980228,0.00647512030604586,0.0281700019438892,0.0776563443020424,0.146684021279492,0.200119694819751,0.204551860154441,0.160791138166345,0.0990604947890003,0.0485028464457488,0.0190686394913456,0.00606485795745012,0.00156894925986051,0.000331351064154657,5.72613281149527e-05,8.10632968008158e-06,9.40232460569728e-07,8.92818788004944e-08,6.92981824410555e-09,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10,5.22719988938217e-10
4.37373046167102e-09,4.70949027524688e-07,2.02810143253966e-05,0.000334765782550791,0.00269962128045131,0.0127376994870889,0.0395139840928547,0.0869699478685203,0.142979382922081,0.181978592369364,0.183968402406722,0.150513302345506,0.101050832078682,0.0562514337722909,0.0261642427830942,0.0102267309773297,0.00337286031196504,0.000941256670429498,0.000222644465979856,4.46739486881327e-05,7.60374132222616e-06,1.0969962597447e-06,1.33957904342194e-07,1.38171744786874e-08,1.20057795587918e-09,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10,5.22719989478497e-10
