0.072223433175855,0.927776566824145,4.96278477976862e-289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.90425323808204e-05,0.405947869436439,0.593119788722654,0.000903278435854231,4.25519004464663e-09,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10,6.15462235604447e-10
9.60674880790856e-06,0.0252172244333727,0.534888162725604,0.416703694237082,0.0230655617797542,0.000115694403517937,5.55907209219143e-08,6.63534492040593e-11,1.33361180792393e-11,1.38300326820341e-12,6.66876660567366e-14,1.3674916359923e-15,1.11270830600086e-17,3.43571639583454e-20,3.96046742757724e-23,1.7298087301304e-26,3.00220027735585e-30,2.24482495245265e-34,8.09941955544029e-39,1.62831692108752e-43,2.16478254408544e-48,2.31162008294764e-53,2.45190601577109e-58,3.23360572882255e-63,6.67445939874225e-68,2.71094188255857e-72,2.70212092937549e-76,8.12100169847746e-80,8.8518054985057e-83,4.09646471278805e-85,9.12500859757575e-87,1.06911985983058e-87
2.22688207320645e-06,0.0030682374018723,0.115010946251776,0.452946084906814,0.351910542007161,0.0723872714182276,0.0045778051003903,9.61756355683777e-05,6.96110562842412e-07,1.75272277626403e-09,5.2631857247201e-10,5.28083409119787e-10,5.30309280808256e-10,5.33026161178374e-10,5.36251529103315e-10,5.39988701357642e-10,5.44225473755775e-10,5.48933117423813e-10,5.54065787316743e-10,5.59560410329203e-10,5.65337126971155e-10,5.71300360017978e-10,5.77340572541734e-10,5.83336753914379e-10,5.89159634847765e-10,5.94675582399808e-10,5.99751066558762e-10,6.04257527301159e-10,6.08076412796057e-10,6.1110411607864e-10,6.1325653267066e-10,6.1447325783704e-10
4.17880550553006e-07,0.000453178928895365,0.0220251160317711,0.169551338554547,0.371841266484063,0.306450144321888,0.109652454222865,0.0184404187767834,0.00152148955942138,6.28461238332627e-05,1.30514352409114e-06,1.35174559771401e-08,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10,5.22720016141106e-10
8.18710750353905e-08,8.09865281149841e-05,0.00457275094569873,0.0500297867678437,0.187104209161905,0.313139461725003,0.270441885306992,0.130650612188704,0.0369889026972367,0.0062966200153844,0.000651985884952344,4.11060230385901e-05,1.56598107398652e-06,3.54940166674623e-08,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10,5.22719996234735e-10
1.68496428984083e-08,1.648500937692e-05,0.00104294519948114,0.0142434320924678,0.073494524861737,0.187065891417289,0.270784844114103,0.241951954602627,0.140146109128693,0.0541760414874688,0.0142008359774974,0.00254020102840146,0.000309712963635228,2.55408332218025e-05,1.40492359125132e-06,5.051459650592e-08,1.15536963963363e-09,5.227199948271e-10,5.2271999464938e-10,5.22719994465317e-10,5.22719994277527e-10,5.22719994088904e-10,5.22719993902555e-10,5.2271999372172e-10,5.22719993549685e-10,5.22719993389689e-10,5.22719993244839e-10,5.22719993118016e-10,5.22719993011794e-10,5.22719992928362e-10,5.22719992869457e-10,5.22719992836306e-10
3.55035777847851e-09,3.6346079609066e-06,0.000255620072919811,0.004112072491659,0.0264609452064136,0.0889554206201502,0.180291324991387,0.239464372413973,0.219325043266897,0.142953561277606,0.0675679661593518,0.0233892810284941,0.00594737840011849,0.00110781516957275,0.000149954607501336,1.45566777539092e-05,9.94562724323932e-07,4.66459174839344e-08,1.45388148232048e-09,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10,5.227199964722e-10
7.37990738822472e-10,8.29533860566523e-07,6.52808640585893e-05,0.00120697287916277,0.00920957845057563,0.0379753265762089,0.0978493133295104,0.171559927819202,0.215766162110468,0.201276737922855,0.142228053600428,0.0770808180814833,0.0322291685675191,0.0104034357065987,0.00258220820257235,0.000488672677581439,6.95956084352336e-05,7.32483916868201e-06,5.56165438643377e-07,2.9524701733491e-08,1.05226074518345e-09,5.22719997009779e-10,5.22719997009779e-10,5.22719997009779e-10,5.22719997009779e-10,5.22719997009779e-10,5.22719997009779e-10,5.22719997009779e-10,5.22719997009779e-10,5.22719997009779e-10,5.22719997009779e-10,5.22719997009779e-10
5.22719997303348e-10,1.87572001266692e-07,1.67896587712282e-05,0.00035466545947041,0.00313404518805402,0.0152426666133158,0.0473217809558979,0.102347591975417,0.162870271967597,0.19754662878669,0.186853491742247,0.139825829070806,0.0834565508482565,0.0398561472384167,0.0152130448949019,0.00461770992615262,0.00110459372732461,0.00020547418148313,2.91857372916165e-05,3.08994370186941e-06,2.36246779123376e-07,1.25155039783972e-08,5.22719997303348e-10,5.22719997303348e-10,5.22719997303348e-10,5.22719997303348e-10,5.22719997303348e-10,5.22719997303348e-10,5.22719997303348e-10,5.22719997303348e-10,5.22719997303348e-10,5.22719997303348e-10
