0.722558961418882,0.277441038581118,3.66323459956536e-170,0,0,0,0,0,0,0,0,0,0,0,0,0
3.30665461084678e-199,0.0103017344693405,0.98969826553066,0,0,0,0,0,0,0,0,0,0,0,0,0
7.07160379390939e-05,0.0879236755932244,0.646011072734679,0.255393252650295,0.0105436586094922,5.67637473993557e-05,4.05146280427663e-08,1.45974912809239e-09,2.69461536273529e-09,5.64705259771117e-09,1.28890688545025e-08,3.02569632027492e-08,6.83172412016518e-08,1.38453665091258e-07,2.36454467108264e-07,3.23939520860505e-07
2.93965716948223e-06,0.00635188271381851,0.17135681632811,0.491461967781962,0.286186834086266,0.0428565266433111,0.0017637102367034,1.9269339933263e-05,4.95610868159966e-08,5.22221115542643e-10,5.22022427230238e-10,5.21814064559258e-10,5.2161328883066e-10,5.21438017011355e-10,5.21304647214767e-10,5.21226006265161e-10
1.51257679287601e-07,0.000520970728165776,0.0277128187613028,0.202891528625336,0.401838478725426,0.281111392665273,0.0771288464335639,0.00844012139378356,0.000350743705700695,4.92607004148985e-06,1.90201261379027e-08,5.22720017883381e-10,5.22720017599618e-10,5.22720017385856e-10,5.22720017240235e-10,5.22720017160325e-10
6.48357490156218e-09,4.05632633148574e-05,0.00374363181287646,0.050852618058021,0.208802480624403,0.34806780774763,0.268502219812826,0.100446172714816,0.0180372576138096,0.00145988947843638,4.6873954765216e-05,4.75851305860633e-07,1.01606158640081e-09,5.22720001487705e-10,5.22720001487705e-10,5.22720001487705e-10
5.22719999282521e-10,2.28939925712004e-06,0.00039075726097902,0.00926971933360076,0.0671856885226375,0.206911823601109,0.316354178100232,0.257454125182702,0.11325093348797,0.0261291028449508,0.00291489798203672,0.000134550958034261,1.92691734449624e-06,4.84098614481808e-09,5.22719999282521e-10,5.22719999282521e-10
5.22719999451302e-10,6.26728441453188e-08,2.44657478005142e-05,0.00111020945750329,0.0143150613845209,0.0766416540018115,0.205083454593647,0.300746926351748,0.250634780334148,0.117909578948175,0.0297578490480661,0.0036048613469736,0.000169100136490277,1.99278871712375e-06,2.14211472421472e-09,5.22719999451302e-10
5.22719999401444e-10,5.22719999401444e-10,5.74507238663627e-07,6.37517909370894e-05,0.0016961909330757,0.0170529726895545,0.0813148773951596,0.207290502641544,0.299331856943722,0.248164978377106,0.114824466477133,0.0273382117336107,0.00283112429396524,9.01032015890143e-05,3.87447205073103e-07,5.22719999401444e-10
5.22719999838921e-10,5.22719999838921e-10,2.06343621180378e-09,9.10545621334664e-07,7.02440341638184e-05,0.00168725565213966,0.016907557382465,0.0829240696568511,0.216828486068477,0.313105731033487,0.247626481981152,0.101118068275493,0.0185774033781148,0.00114223530361718,1.15515735779587e-05,2.00596407433664e-09
5.22719998633563e-10,5.22719998633563e-10,5.22719998633563e-10,7.7371909540565e-10,3.50887491976417e-07,3.43372366585687e-05,0.00108631054838547,0.0139260321005718,0.0822426912877312,0.238802066549567,0.345849175171634,0.240111210468338,0.0710094151658903,0.00682827165691607,0.00011010096863762,3.5616298591819e-08
5.22720024440113e-10,5.22720024482189e-10,5.22720024560102e-10,5.2272002467703e-10,5.22720024836219e-10,1.92521182087692e-08,5.03190257071656e-06,0.000359907143417756,0.00866297561248387,0.0788508266531971,0.28494109263709,0.401705229959893,0.198678707489428,0.0263240403073729,0.000472040637501174,1.25791326732423e-07
5.32531444298209e-10,5.32000869268914e-10,5.31103040838539e-10,5.29927113453999e-10,5.28586060121358e-10,5.27201951689743e-10,5.25890862658527e-10,5.35750292638934e-08,2.8037503894713e-05,0.00295315978731031,0.0705659500838448,0.390683214776083,0.453644868417164,0.0811405808823438,0.000984076021492929,5.5245595805084e-08
2.35262481620313e-06,1.50164151914139e-06,7.01637477404076e-07,2.5842105236904e-07,8.24574659347537e-08,2.5266335965219e-08,8.20788963866163e-09,3.07226093758327e-09,1.40480718292057e-09,3.74761182937353e-08,0.000186409437096887,0.0514734426445354,0.684589964116212,0.262991656363402,0.000753554548778826,6.80231595509612e-10
0,0,0,0,0,0,0,0,0,0,0,1.32023986086205e-220,0.98463423332863,0.0153657666713698,1.40651463820951e-105,4.87882017771719e-200
3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,3.10212729500821e-10,0.999999995346809,3.10212729500821e-10,3.10212729500821e-10
