0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15375902005621e-204,3.55468386585631e-107,7.49653064698976e-38,0.00906847342749112,0.990931526572509,7.0696015110072e-63,1.58314965217196e-172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76409845566422e-265,3.22752359448879e-139,3.78230269731419e-49,0.00621670975204146,0.993783290247959,2.10966597371088e-77,1.23083961039055e-216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86784351625646e-291,1.65474686547105e-102,0.219658904430045,0.780341095569955,5.24809068789001e-142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.99686285434402e-46,2.92880116508168e-46,9.19724080474507e-46,6.09656828492638e-45,8.3313875854331e-44,2.27110274882323e-42,1.1838839896533e-40,1.12107734827623e-38,1.81559356273968e-36,4.69288026111476e-34,1.79120942985918e-31,9.26305706275874e-29,5.90684621549225e-26,4.19412084017964e-23,2.97187427092929e-20,1.86988699074149e-17,9.23227521541591e-15,6.3271772805997e-08,0.995829521662824,0.00278404626773725,3.29302369120399e-06,6.12027638116542e-05,0.000376308140435336,0.000652108037886838,0.000270413341799506,2.27163163980219e-05,3.2649665214977e-07,6.76811337647315e-10,1.70348595509076e-13,4.37900216771668e-18,9.6682061378805e-24,1.54220140655894e-30,1.49627401478708e-38,7.44398231399293e-48,1.60402360986346e-58,1.2676239016868e-70,3.12047159643828e-84,2.03950179621582e-99,3.02905019272481e-116,8.78985966065219e-135,4.30725919323621e-155,3.0979302835303e-177,2.86006545414006e-201,2.98388127629878e-227,3.11922380369122e-255,2.9188954090111e-285,2.20204514879233e-317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71349658020706e-162,0.714006325506553,0.285993674493447,7.21632797719262e-189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,2.85923395428641e-08,0.00255871895338367,0.5694235318946,0.426626340722187,0.00139120053654251,2.45662706329931e-08,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09,1.26831701358452e-09
1.00269841829836e-09,1.00443968927484e-09,1.00963811225819e-09,1.01821571676304e-09,1.03003659517748e-09,1.04489813970927e-09,1.06251916624959e-09,1.08252542697867e-09,1.10443330743532e-09,1.12763289654925e-09,1.15137211009235e-09,1.17474411873586e-09,1.19668093135704e-09,1.21595652399779e-09,1.23120325248228e-09,1.24094526733302e-09,2.8974121522778e-06,0.00529860971980464,0.301272876281753,0.635435249870572,0.0577337264463605,0.000256554320900015,6.21393036500375e-08,9.68450603031703e-10,8.8501073212002e-10,7.94351040565717e-10,6.99207737615786e-10,6.02642794948266e-10,5.07807597308138e-10,4.17683091068074e-10,3.34831061207708e-10,2.61192244049198e-10,1.97960772926173e-10,1.45551695437357e-10,1.03661649229423e-10,7.14061892630571e-11,4.75048113536083e-11,3.04793386334086e-11,1.88338513078311e-11,1.11932764600946e-11,6.38998925370363e-12,3.49970679899555e-12,1.83671253331453e-12,9.22668198385262e-13,4.43191034159072e-13,2.03355003306886e-13,8.90528155251342e-14,3.71889947896641e-14,1.47991447003382e-14,5.60832835037611e-15,2.02284887520874e-15,6.94106098947375e-16,2.26496698670803e-16,7.02677093914868e-17,2.07222136548476e-17,5.808669266585e-18,1.54773674680898e-18,3.92070446691072e-19,9.44477920050669e-20,2.16442407158174e-20,4.72091701308337e-21,9.806256374358e-22,1.94124953002336e-22,3.66537285815912e-23,6.6072399416271e-24,1.13826248626751e-24,1.87624294883708e-25,2.96286652908819e-26,4.48860293721603e-27,6.53330793179006e-28,9.15105008368144e-29,1.23555772532908e-29,1.61098805957357e-30,2.03228672978919e-31,2.48547478063742e-32,2.95307600981876e-33,3.41609036884125e-34,3.85620404954897e-35,4.25784001925942e-36,4.60972127675283e-37,4.90575744732892e-38,5.14522671608975e-39,5.33236497576857e-40,5.47556385695061e-41,5.58641134418039e-42,5.67879304877182e-43,5.76822911533545e-44,5.87157357768188e-45,6.00716905472382e-46,6.19554472927573e-47,6.46078191020799e-48,6.83276430939592e-49,7.35070606478435e-50,8.06866158011669e-51,9.06427022558968e-52,1.0452978722805e-52,1.241181925471e-53,1.52203253926956e-54,1.93330599024237e-55,2.55122024237139e-56,3.50778881513665e-57,5.03972496190359e-58,7.58748302236543e-59,1.20036418442044e-59,2.00094188986902e-60,3.5238406433841e-61,6.57328761350561e-62,1.30204386117506e-62,2.74538161786063e-63,6.17639139052836e-64,1.48594914574557e-64,3.8313461270136e-65,1.06090285545171e-65,3.16104359221456e-66,1.01536788575984e-66,3.52219805282329e-67,1.3216339679129e-67,5.37247221937474e-68,2.36923799659072e-68,1.13492424392953e-68,5.9121564349451e-69,3.3526405874256e-69,2.07144956750988e-69,1.39551504382541e-69,1.02573590316108e-69,8.22974850826442e-70,7.21003232861708e-70,6.89886154592044e-70
1.19449460230573e-09,1.19452195811517e-09,1.19460360294794e-09,1.19473826999112e-09,1.19492385114403e-09,1.19515740193024e-09,1.19543514843522e-09,1.19575249632882e-09,1.19610404204724e-09,1.19648358622224e-09,1.19688414945741e-09,1.19729799056089e-09,1.19771662735129e-09,1.19813086015822e-09,1.19853079814067e-09,1.80434388001073e-08,3.62229348598645e-05,0.0074186017085321,0.177116794578385,0.551582491277841,0.246500873067003,0.0171455167106014,0.000198971759381948,4.0887341934434e-07,1.19914187586986e-09,1.1985697827656e-09,1.19782467277388e-09,1.1968915189631e-09,1.19575531127675e-09,1.19440113047661e-09,1.1928142242842e-09,1.19098008536318e-09,1.18888453074015e-09,1.18651378221597e-09,1.18385454727824e-09,1.1808940999859e-09,1.17762036126252e-09,1.17402197800403e-09,1.17008840038275e-09,1.16580995671124e-09,1.16117792521871e-09,1.15618460208961e-09,1.15082336511928e-09,1.1450887323552e-09,1.13897641511533e-09,1.13248336480649e-09,1.12560781300667e-09,1.11834930432414e-09,1.11070872160425e-09,1.10268830311971e-09,1.09429165145263e-09,1.08552373385484e-09,1.07639087395614e-09,1.06690073477733e-09,1.0570622930944e-09,1.04688580529107e-09,1.03638276492725e-09,1.02556585233997e-09,1.01444887667896e-09,1.00304671086032e-09,9.91375219997008e-10,9.79451183933491e-10,9.67292214571871e-10,9.5491666872815e-10,9.42343557298556e-10,9.2959245154677e-10,9.16683387342982e-10,9.03636768194764e-10,8.90473267907881e-10,8.77213733702476e-10,8.63879090587108e-10,8.50490247760352e-10,8.37068007768006e-10,8.23632979094096e-10,8.10205492807099e-10,7.96805523819942e-10,7.83452617254816e-10,7.70165820332744e-10,7.56963620134395e-10,7.43863887504142e-10,7.30883827294875e-10,7.18039935077853e-10,7.05347960370774e-10,6.92822876369385e-10,6.80478856103979e-10,6.6832925488289e-10,6.56386598831072e-10,6.44662579283523e-10,6.33168052751015e-10,6.21913046139443e-10,6.10906766874283e-10,6.00157617557996e-10,5.89673214770635e-10,5.7946041161223e-10,5.69525323579267e-10,5.5987335736654e-10,5.50509242189272e-10,5.41437063228285e-10,5.32660296812566e-10,5.24181846968429e-10,5.16004082981961e-10,5.08128877641168e-10,5.00557645845621e-10,4.93291383294053e-10,4.8633070498373e-10,4.79675883279209e-10,4.7332688533184e-10,4.67283409654806e-10,4.61544921681253e-10,4.56110688154984e-10,4.50979810223963e-10,4.46151255126429e-10,4.41623886377517e-10,4.3739649238093e-10,4.33467813405255e-10,4.29836566877965e-10,4.2650147096204e-10,4.2346126639034e-10,4.20714736541666e-10,4.18260725749602e-10,4.16098155841088e-10,4.14226040906154e-10,4.12643500303503e-10,4.11349769908791e-10,4.10344211613599e-10,4.09626321083359e-10,4.09195733782032e-10,4.09052229270247e-10
1.18356195768695e-09,1.18364954058897e-09,1.18391087270224e-09,1.18434170539517e-09,1.18493496156282e-09,1.18568074198489e-09,1.18656633509442e-09,1.18757623101278e-09,1.18869214093316e-09,1.18989302314753e-09,1.19115511720755e-09,1.19245198788338e-09,1.19375458073197e-09,1.19503129120342e-09,1.19624804929512e-09,6.58234269685088e-07,0.000161152890763768,0.00872703958380193,0.11435740854199,0.391097718712084,0.372262989783253,0.104163304813495,0.00897915437355769,0.000248225067945831,2.27800633610143e-06,7.14915804243487e-09,1.19103054074591e-09,1.1875314773762e-09,1.18333667049111e-09,1.17840095092233e-09,1.17268130512532e-09,1.16613735143843e-09,1.15873181994544e-09,1.15043102966464e-09,1.14120535623168e-09,1.13102968279067e-09,1.11988382648178e-09,1.10775293273386e-09,1.09462782955784e-09,1.08050533420456e-09,1.06538850491142e-09,1.04928683102081e-09,1.03221635550928e-09,1.01419972491361e-09,9.95266162763911e-10,9.75451363915455e-10,9.54797308581355e-10,9.33351996376647e-10,9.1116910225094e-10,8.88307557770778e-10,8.64831062769161e-10,8.40807533862962e-10,8.16308497704483e-10,7.91408438038948e-10,7.66184106647212e-10,7.40713809030165e-10,7.15076676213269e-10,6.89351934299332e-10,6.63618183367436e-10,6.37952697007245e-10,6.12430753201613e-10,5.87125006446209e-10,5.62104909950375e-10,5.37436195533247e-10,5.13180417452992e-10,4.89394564928606e-10,4.66130746578391e-10,4.43435948452715e-10,4.21351865824897e-10,3.99914807463913e-10,3.79155669782314e-10,3.59099977062885e-10,3.39767982942211e-10,3.21174827485762e-10,3.03330743537339e-10,2.86241305568954e-10,2.69907713992336e-10,2.54327107810858e-10,2.3949289857715e-10,2.25395118858618e-10,2.12020778779919e-10,1.99354224685113e-10,1.87377494519209e-10,1.76070665145475e-10,1.65412187468438e-10,1.55379205901942e-10,1.45947859387783e-10,1.37093561816846e-10,1.28791260317522e-10,1.21015670444432e-10,1.13741487815977e-10,1.06943576206503e-10,1.005971324947e-10,9.46778292036099e-11,8.91619356400513e-11,8.40264188552188e-11,7.92490258072228e-11,7.48083482153069e-11,7.06838716595855e-11,6.68560105050855e-11,6.33061302203914e-11,6.00165586249417e-11,5.69705875404238e-11,5.41524662458354e-11,5.1547388047221e-11,4.91414711759766e-11,4.69217351275406e-11,4.4876073448302e-11,4.29932238752251e-11,4.12627366320665e-11,3.96749415897609e-11,3.82209149077915e-11,3.68924456889814e-11,3.56820031026994e-11,3.45827043612394e-11,3.35882838711715e-11,3.26930638256737e-11,3.18919264549772e-11,3.11802881097531e-11,3.05540753160999e-11,3.00097029102898e-11,2.95440543360741e-11,2.91544641666237e-11,2.88387028965428e-11,2.85949640363294e-11,2.84218535316365e-11,2.831838152222e-11,2.82839564500481e-11
1.18744428501081e-09,1.18750850868205e-09,1.1877001792841e-09,1.18801629697791e-09,1.18845186674492e-09,1.18899990566675e-09,1.1896514535336e-09,1.19039558719147e-09,1.19121943914569e-09,1.19210822103811e-09,1.19304525270607e-09,1.19401199761054e-09,1.19498810548727e-09,1.19595146312588e-09,2.9889441890624e-08,6.05737066646005e-06,0.000397980970396944,0.00914519714348417,0.0783388952123535,0.263965118711304,0.36622617962979,0.217507267508095,0.0571754316001152,0.00684492576209781,0.000382521916871947,1.01922894496369e-05,1.31874247774387e-07,1.19224683617935e-09,1.18945102237867e-09,1.18613510492107e-09,1.1822664835935e-09,1.1778138592093e-09,1.17274751356932e-09,1.1670395911185e-09,1.16066437927435e-09,1.15359858416485e-09,1.14582159831714e-09,1.1373157566933e-09,1.12806657738217e-09,1.11806298323518e-09,1.10729750078327e-09,1.09576643289669e-09,1.08347000185184e-09,1.07041245974931e-09,1.05660216358462e-09,1.04205161270249e-09,1.02677744686228e-09,1.01080040369692e-09,9.9414523495112e-10,9.76840581523945e-10,9.58918808002581e-10,9.4041579804336e-10,9.21370712617218e-10,9.01825713773647e-10,8.8182565717423e-10,8.61417757188888e-10,8.40651228821298e-10,8.19576911122351e-10,7.98246877052093e-10,7.76714034953739e-10,7.5503172690328e-10,7.33253329192958e-10,7.11431860097455e-10,6.89619599862003e-10,6.67867727548189e-10,6.46225978985343e-10,6.24742329614051e-10,6.03462705486603e-10,5.82430725121209e-10,5.61687474307582e-10,5.41271315346264e-10,5.2121773158773e-10,5.01559207534415e-10,4.82325144192285e-10,4.63541808820501e-10,4.4523231773783e-10,4.27416650411168e-10,4.10111692680602e-10,3.93331306671092e-10,3.77086424704831e-10,3.61385164360681e-10,3.46232961726022e-10,3.3163271984839e-10,3.17584969414835e-10,3.04088038760111e-10,2.91138230424176e-10,2.78730001637841e-10,2.66856146305528e-10,2.55507976268619e-10,2.44675499864607e-10,2.34347596039549e-10,2.24512182517849e-10,2.15156376778601e-10,2.06266648826776e-10,1.97828964976238e-10,1.89828922076669e-10,1.82251871815312e-10,1.75083034905189e-10,1.68307605132943e-10,1.61910843381026e-10,1.55878161860705e-10,1.50195198894555e-10,1.4484788467063e-10,1.39822498456425e-10,1.35105717810337e-10,1.30684660363104e-10,1.26546918763211e-10,1.2268058939004e-10,1.19074295438287e-10,1.15717204968318e-10,1.12599044501249e-10,1.09710108715881e-10,1.07041266778549e-10,1.04583965807501e-10,1.02330231941623e-10,1.00272669450099e-10,9.84044582855196e-11,9.67193504487932e-11,9.52116655003803e-11,9.38762855192e-11,9.2708649778446e-11,9.17047493765512e-11,9.08611220318615e-11,9.01748472212087e-11,8.96435418154858e-11,8.92653563394856e-11,8.90389719584958e-11,8.89635982703381e-11
